"GEO_ID","NAME","B27001_001E","B27001_001M","B27001_002E","B27001_002M","B27001_003E","B27001_003M","B27001_004E","B27001_004M","B27001_005E","B27001_005M","B27001_006E","B27001_006M","B27001_007E","B27001_007M","B27001_008E","B27001_008M","B27001_009E","B27001_009M","B27001_010E","B27001_010M","B27001_011E","B27001_011M","B27001_012E","B27001_012M","B27001_013E","B27001_013M","B27001_014E","B27001_014M","B27001_015E","B27001_015M","B27001_016E","B27001_016M","B27001_017E","B27001_017M","B27001_018E","B27001_018M","B27001_019E","B27001_019M","B27001_020E","B27001_020M","B27001_021E","B27001_021M","B27001_022E","B27001_022M","B27001_023E","B27001_023M","B27001_024E","B27001_024M","B27001_025E","B27001_025M","B27001_026E","B27001_026M","B27001_027E","B27001_027M","B27001_028E","B27001_028M","B27001_029E","B27001_029M","B27001_030E","B27001_030M","B27001_031E","B27001_031M","B27001_032E","B27001_032M","B27001_033E","B27001_033M","B27001_034E","B27001_034M","B27001_035E","B27001_035M","B27001_036E","B27001_036M","B27001_037E","B27001_037M","B27001_038E","B27001_038M","B27001_039E","B27001_039M","B27001_040E","B27001_040M","B27001_041E","B27001_041M","B27001_042E","B27001_042M","B27001_043E","B27001_043M","B27001_044E","B27001_044M","B27001_045E","B27001_045M","B27001_046E","B27001_046M","B27001_047E","B27001_047M","B27001_048E","B27001_048M","B27001_049E","B27001_049M","B27001_050E","B27001_050M","B27001_051E","B27001_051M","B27001_052E","B27001_052M","B27001_053E","B27001_053M","B27001_054E","B27001_054M","B27001_055E","B27001_055M","B27001_056E","B27001_056M","B27001_057E","B27001_057M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 6 years","Margin of Error!!Total!!Male!!Under 6 years","Estimate!!Total!!Male!!Under 6 years!!With health insurance coverage","Margin of Error!!Total!!Male!!Under 6 years!!With health insurance coverage","Estimate!!Total!!Male!!Under 6 years!!No health insurance coverage","Margin of Error!!Total!!Male!!Under 6 years!!No health insurance coverage","Estimate!!Total!!Male!!6 to 17 years","Margin of Error!!Total!!Male!!6 to 17 years","Estimate!!Total!!Male!!6 to 17 years!!With health insurance coverage","Margin of Error!!Total!!Male!!6 to 17 years!!With health insurance coverage","Estimate!!Total!!Male!!6 to 17 years!!No health insurance coverage","Margin of Error!!Total!!Male!!6 to 17 years!!No health insurance coverage","Estimate!!Total!!Male!!18 to 24 years","Margin of Error!!Total!!Male!!18 to 24 years","Estimate!!Total!!Male!!18 to 24 years!!With health insurance coverage","Margin of Error!!Total!!Male!!18 to 24 years!!With health insurance coverage","Estimate!!Total!!Male!!18 to 24 years!!No health insurance coverage","Margin of Error!!Total!!Male!!18 to 24 years!!No health insurance coverage","Estimate!!Total!!Male!!25 to 34 years","Margin of Error!!Total!!Male!!25 to 34 years","Estimate!!Total!!Male!!25 to 34 years!!With health insurance coverage","Margin of Error!!Total!!Male!!25 to 34 years!!With health insurance coverage","Estimate!!Total!!Male!!25 to 34 years!!No health insurance coverage","Margin of Error!!Total!!Male!!25 to 34 years!!No health insurance coverage","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!35 to 44 years!!With health insurance coverage","Margin of Error!!Total!!Male!!35 to 44 years!!With health insurance coverage","Estimate!!Total!!Male!!35 to 44 years!!No health insurance coverage","Margin of Error!!Total!!Male!!35 to 44 years!!No health insurance coverage","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!45 to 54 years!!With health insurance coverage","Margin of Error!!Total!!Male!!45 to 54 years!!With health insurance coverage","Estimate!!Total!!Male!!45 to 54 years!!No health insurance coverage","Margin of Error!!Total!!Male!!45 to 54 years!!No health insurance coverage","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!55 to 64 years!!With health insurance coverage","Margin of Error!!Total!!Male!!55 to 64 years!!With health insurance coverage","Estimate!!Total!!Male!!55 to 64 years!!No health insurance coverage","Margin of Error!!Total!!Male!!55 to 64 years!!No health insurance coverage","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!65 to 74 years!!With health insurance coverage","Margin of Error!!Total!!Male!!65 to 74 years!!With health insurance coverage","Estimate!!Total!!Male!!65 to 74 years!!No health insurance coverage","Margin of Error!!Total!!Male!!65 to 74 years!!No health insurance coverage","Estimate!!Total!!Male!!75 years and over","Margin of Error!!Total!!Male!!75 years and over","Estimate!!Total!!Male!!75 years and over!!With health insurance coverage","Margin of Error!!Total!!Male!!75 years and over!!With health insurance coverage","Estimate!!Total!!Male!!75 years and over!!No health insurance coverage","Margin of Error!!Total!!Male!!75 years and over!!No health insurance coverage","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 6 years","Margin of Error!!Total!!Female!!Under 6 years","Estimate!!Total!!Female!!Under 6 years!!With health insurance coverage","Margin of Error!!Total!!Female!!Under 6 years!!With health insurance coverage","Estimate!!Total!!Female!!Under 6 years!!No health insurance coverage","Margin of Error!!Total!!Female!!Under 6 years!!No health insurance coverage","Estimate!!Total!!Female!!6 to 17 years","Margin of Error!!Total!!Female!!6 to 17 years","Estimate!!Total!!Female!!6 to 17 years!!With health insurance coverage","Margin of Error!!Total!!Female!!6 to 17 years!!With health insurance coverage","Estimate!!Total!!Female!!6 to 17 years!!No health insurance coverage","Margin of Error!!Total!!Female!!6 to 17 years!!No health insurance coverage","Estimate!!Total!!Female!!18 to 24 years","Margin of Error!!Total!!Female!!18 to 24 years","Estimate!!Total!!Female!!18 to 24 years!!With health insurance coverage","Margin of Error!!Total!!Female!!18 to 24 years!!With health insurance coverage","Estimate!!Total!!Female!!18 to 24 years!!No health insurance coverage","Margin of Error!!Total!!Female!!18 to 24 years!!No health insurance coverage","Estimate!!Total!!Female!!25 to 34 years","Margin of Error!!Total!!Female!!25 to 34 years","Estimate!!Total!!Female!!25 to 34 years!!With health insurance coverage","Margin of Error!!Total!!Female!!25 to 34 years!!With health insurance coverage","Estimate!!Total!!Female!!25 to 34 years!!No health insurance coverage","Margin of Error!!Total!!Female!!25 to 34 years!!No health insurance coverage","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!35 to 44 years!!With health insurance coverage","Margin of Error!!Total!!Female!!35 to 44 years!!With health insurance coverage","Estimate!!Total!!Female!!35 to 44 years!!No health insurance coverage","Margin of Error!!Total!!Female!!35 to 44 years!!No health insurance coverage","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!45 to 54 years!!With health insurance coverage","Margin of Error!!Total!!Female!!45 to 54 years!!With health insurance coverage","Estimate!!Total!!Female!!45 to 54 years!!No health insurance coverage","Margin of Error!!Total!!Female!!45 to 54 years!!No health insurance coverage","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!55 to 64 years!!With health insurance coverage","Margin of Error!!Total!!Female!!55 to 64 years!!With health insurance coverage","Estimate!!Total!!Female!!55 to 64 years!!No health insurance coverage","Margin of Error!!Total!!Female!!55 to 64 years!!No health insurance coverage","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!65 to 74 years!!With health insurance coverage","Margin of Error!!Total!!Female!!65 to 74 years!!With health insurance coverage","Estimate!!Total!!Female!!65 to 74 years!!No health insurance coverage","Margin of Error!!Total!!Female!!65 to 74 years!!No health insurance coverage","Estimate!!Total!!Female!!75 years and over","Margin of Error!!Total!!Female!!75 years and over","Estimate!!Total!!Female!!75 years and over!!With health insurance coverage","Margin of Error!!Total!!Female!!75 years and over!!With health insurance coverage","Estimate!!Total!!Female!!75 years and over!!No health insurance coverage","Margin of Error!!Total!!Female!!75 years and over!!No health insurance coverage"
"0500000US34001","Atlantic County, New Jersey","271875","1157","131213","1057","9887","610","9551","733","336","375","22346","856","21701","891","645","571","12872","769","8168","1061","4704","1113","14259","1038","9213","1386","5046","1143","17705","1030","14142","1403","3563","1030","21356","557","18655","878","2701","852","16442","128","15032","569","1410","541","9745","558","9574","605","171","166","6601","528","6435","440","166","231","140662","960","9307","571","8654","703","653","634","22363","837","21447","1035","916","719","12859","741","10637","1061","2222","811","15910","664","13234","1256","2676","961","18721","5","16974","775","1747","775","22856","94","20358","692","2498","676","17639","53","15682","662","1957","660","11303","336","11012","370","291","254","9704","790","9612","784","92","144"
"0500000US34003","Bergen County, New Jersey","900070","1613","433654","1549","31780","1460","29958","1409","1822","820","72520","1397","66721","2031","5799","1493","34405","261","25588","1536","8817","1494","51589","409","37099","1896","14490","1946","61879","212","51221","1413","10658","1423","70867","232","58920","1777","11947","1782","54527","365","47227","1392","7300","1313","30413","171","28768","739","1645","756","25674","468","25317","563","357","333","466416","1390","30233","1514","28656","1543","1577","808","69798","1404","64155","1932","5643","1451","32625","3","25301","1298","7324","1299","53511","237","43454","1792","10057","1750","66654","83","56031","1630","10623","1612","76460","293","65764","1686","10696","1646","60140","288","49851","1564","10289","1573","36967","182","35682","606","1285","547","40028","787","39543","853","485","397"
"0500000US34005","Burlington County, New Jersey","433986","2368","208498","1658","15769","830","15471","947","298","369","37422","725","35505","1065","1917","997","16507","1107","12771","1225","3736","999","22815","932","19232","1158","3583","964","27964","527","24704","1002","3260","882","36094","303","32693","1094","3401","1040","26275","421","24627","700","1648","574","14542","326","14513","326","29","50","11110","574","11045","581","65","108","225488","1769","14542","763","14087","702","455","412","35846","781","34558","890","1288","639","16499","424","14462","806","2037","734","25218","487","21246","1182","3972","1124","31533","111","28909","921","2624","913","38115","205","36181","723","1934","698","29244","392","27337","697","1907","563","17697","429","17697","429","0","281","16794","1174","16794","1174","0","281"
"0500000US34007","Camden County, New Jersey","506371","2763","243600","1523","20614","1093","19850","1110","764","413","43059","1092","40778","1286","2281","898","23205","335","16425","1018","6780","1048","31571","564","22736","1488","8835","1401","33087","479","26471","1522","6616","1569","37262","427","32043","1110","5219","1085","28590","351","25532","1050","3058","1085","15075","636","14946","658","129","148","11137","383","11137","383","0","281","262771","1553","19102","757","18159","888","943","577","41739","764","39115","1276","2624","1005","22595","3","16162","1204","6433","1204","34242","209","28760","1333","5482","1313","35696","69","30998","1028","4698","1024","40429","181","35111","1134","5318","1134","32480","111","29117","769","3363","763","18387","592","18104","610","283","225","18101","1672","18101","1672","0","281"
"0500000US34009","Cape May County, New Jersey","95909","1081","46474","788","2483","589","2251","444","232","337","6590","684","5842","749","748","491","3686","634","2545","701","1141","531","5188","675","3592","809","1596","730","5180","694","3853","533","1327","597","7048","295","5991","590","1057","499","7308","177","6954","255","354","214","5009","211","5009","211","0","281","3982","177","3982","177","0","281","49435","639","2365","456","2073","394","292","349","6698","476","6199","359","499","429","3188","376","2499","451","689","554","3945","397","3260","369","685","526","5387","427","4593","387","794","371","8066","476","6486","782","1580","650","7865","348","7195","516","670","396","6145","365","6145","365","0","281","5776","297","5776","297","0","281"
"0500000US34011","Cumberland County, New Jersey","143312","3404","69158","3065","6552","593","6141","658","411","332","12958","1028","11233","1167","1725","828","7437","673","3772","796","3665","780","8599","684","5134","805","3465","775","8549","1314","5270","1214","3279","854","9253","775","7193","757","2060","696","8070","665","7070","671","1000","414","4982","434","4982","434","0","281","2758","464","2758","464","0","281","74154","1186","6738","611","6282","623","456","437","10733","945","9764","913","969","569","7045","251","4930","639","2115","633","9355","21","7440","715","1915","712","9881","359","7583","682","2298","629","10882","227","9342","585","1540","531","8881","136","7150","638","1731","624","5630","249","5547","273","83","134","5009","578","4926","583","83","139"
"0500000US34013","Essex County, New Jersey","768453","4567","364542","4134","33428","1166","31659","1319","1769","624","63268","3884","57569","3456","5699","1595","35832","594","22119","1751","13713","1821","49857","778","27943","1938","21914","2056","54303","648","38034","1937","16269","1889","54007","248","41262","1777","12745","1772","38768","507","32528","1344","6240","1296","20559","336","20168","505","391","337","14520","381","14456","398","64","105","403911","1747","31353","1138","29610","1286","1743","675","64297","1217","58725","1726","5572","1241","37177","449","27070","1632","10107","1647","54539","542","41378","1884","13161","1839","59470","376","48818","1643","10652","1604","59593","397","48388","1617","11205","1561","45861","281","38668","1187","7193","1200","26678","435","25752","611","926","481","24943","1124","24799","1128","144","129"
"0500000US34015","Gloucester County, New Jersey","287462","1031","139849","921","11036","715","10385","798","651","428","25115","906","24392","1036","723","534","13594","546","9982","995","3612","923","16678","996","12827","1273","3851","1175","19281","889","16937","930","2344","767","22756","607","20085","855","2671","885","16965","425","15568","766","1397","565","8562","211","8562","211","0","281","5862","451","5862","451","0","281","147613","1140","10615","734","10350","785","265","235","23525","828","23093","874","432","244","13271","580","10874","835","2397","731","16645","809","14306","1082","2339","887","21444","617","19396","913","2048","740","24043","423","21886","912","2157","789","18153","399","17017","604","1136","440","10566","490","10566","490","0","281","9351","667","9351","667","0","281"
"0500000US34017","Hudson County, New Jersey","632225","1449","312309","1048","25354","905","23765","1143","1589","777","41195","899","36323","1579","4872","1295","32941","304","19249","1909","13692","1908","67057","391","45928","2670","21129","2711","49554","200","34504","1785","15050","1767","40706","247","27925","1805","12781","1795","29128","115","23050","1138","6078","1124","16079","473","14860","679","1219","630","10295","475","9613","667","682","451","319916","946","24713","1044","23845","1122","868","526","39582","1104","34958","1512","4624","1075","30415","76","20894","1304","9521","1304","64222","154","48787","1963","15435","1974","47130","153","34608","2155","12522","2147","42137","166","30546","1406","11591","1387","33444","110","24072","1435","9372","1445","20506","486","18394","828","2112","827","17767","876","17609","876","158","128"
