"GEO_ID","NAME","B27001_001E","B27001_001M","B27001_002E","B27001_002M","B27001_003E","B27001_003M","B27001_004E","B27001_004M","B27001_005E","B27001_005M","B27001_006E","B27001_006M","B27001_007E","B27001_007M","B27001_008E","B27001_008M","B27001_009E","B27001_009M","B27001_010E","B27001_010M","B27001_011E","B27001_011M","B27001_012E","B27001_012M","B27001_013E","B27001_013M","B27001_014E","B27001_014M","B27001_015E","B27001_015M","B27001_016E","B27001_016M","B27001_017E","B27001_017M","B27001_018E","B27001_018M","B27001_019E","B27001_019M","B27001_020E","B27001_020M","B27001_021E","B27001_021M","B27001_022E","B27001_022M","B27001_023E","B27001_023M","B27001_024E","B27001_024M","B27001_025E","B27001_025M","B27001_026E","B27001_026M","B27001_027E","B27001_027M","B27001_028E","B27001_028M","B27001_029E","B27001_029M","B27001_030E","B27001_030M","B27001_031E","B27001_031M","B27001_032E","B27001_032M","B27001_033E","B27001_033M","B27001_034E","B27001_034M","B27001_035E","B27001_035M","B27001_036E","B27001_036M","B27001_037E","B27001_037M","B27001_038E","B27001_038M","B27001_039E","B27001_039M","B27001_040E","B27001_040M","B27001_041E","B27001_041M","B27001_042E","B27001_042M","B27001_043E","B27001_043M","B27001_044E","B27001_044M","B27001_045E","B27001_045M","B27001_046E","B27001_046M","B27001_047E","B27001_047M","B27001_048E","B27001_048M","B27001_049E","B27001_049M","B27001_050E","B27001_050M","B27001_051E","B27001_051M","B27001_052E","B27001_052M","B27001_053E","B27001_053M","B27001_054E","B27001_054M","B27001_055E","B27001_055M","B27001_056E","B27001_056M","B27001_057E","B27001_057M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 6 years","Margin of Error!!Total!!Male!!Under 6 years","Estimate!!Total!!Male!!Under 6 years!!With health insurance coverage","Margin of Error!!Total!!Male!!Under 6 years!!With health insurance coverage","Estimate!!Total!!Male!!Under 6 years!!No health insurance coverage","Margin of Error!!Total!!Male!!Under 6 years!!No health insurance coverage","Estimate!!Total!!Male!!6 to 18 years","Margin of Error!!Total!!Male!!6 to 18 years","Estimate!!Total!!Male!!6 to 18 years!!With health insurance coverage","Margin of Error!!Total!!Male!!6 to 18 years!!With health insurance coverage","Estimate!!Total!!Male!!6 to 18 years!!No health insurance coverage","Margin of Error!!Total!!Male!!6 to 18 years!!No health insurance coverage","Estimate!!Total!!Male!!19 to 25 years","Margin of Error!!Total!!Male!!19 to 25 years","Estimate!!Total!!Male!!19 to 25 years!!With health insurance coverage","Margin of Error!!Total!!Male!!19 to 25 years!!With health insurance coverage","Estimate!!Total!!Male!!19 to 25 years!!No health insurance coverage","Margin of Error!!Total!!Male!!19 to 25 years!!No health insurance coverage","Estimate!!Total!!Male!!26 to 34 years","Margin of Error!!Total!!Male!!26 to 34 years","Estimate!!Total!!Male!!26 to 34 years!!With health insurance coverage","Margin of Error!!Total!!Male!!26 to 34 years!!With health insurance coverage","Estimate!!Total!!Male!!26 to 34 years!!No health insurance coverage","Margin of Error!!Total!!Male!!26 to 34 years!!No health insurance coverage","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!35 to 44 years!!With health insurance coverage","Margin of Error!!Total!!Male!!35 to 44 years!!With health insurance coverage","Estimate!!Total!!Male!!35 to 44 years!!No health insurance coverage","Margin of Error!!Total!!Male!!35 to 44 years!!No health insurance coverage","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!45 to 54 years!!With health insurance coverage","Margin of Error!!Total!!Male!!45 to 54 years!!With health insurance coverage","Estimate!!Total!!Male!!45 to 54 years!!No health insurance coverage","Margin of Error!!Total!!Male!!45 to 54 years!!No health insurance coverage","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!55 to 64 years!!With health insurance coverage","Margin of Error!!Total!!Male!!55 to 64 years!!With health insurance coverage","Estimate!!Total!!Male!!55 to 64 years!!No health insurance coverage","Margin of Error!!Total!!Male!!55 to 64 years!!No health insurance coverage","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!65 to 74 years!!With health insurance coverage","Margin of Error!!Total!!Male!!65 to 74 years!!With health insurance coverage","Estimate!!Total!!Male!!65 to 74 years!!No health insurance coverage","Margin of Error!!Total!!Male!!65 to 74 years!!No health insurance coverage","Estimate!!Total!!Male!!75 years and over","Margin of Error!!Total!!Male!!75 years and over","Estimate!!Total!!Male!!75 years and over!!With health insurance coverage","Margin of Error!!Total!!Male!!75 years and over!!With health insurance coverage","Estimate!!Total!!Male!!75 years and over!!No health insurance coverage","Margin of Error!!Total!!Male!!75 years and over!!No health insurance coverage","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 6 years","Margin of Error!!Total!!Female!!Under 6 years","Estimate!!Total!!Female!!Under 6 years!!With health insurance coverage","Margin of Error!!Total!!Female!!Under 6 years!!With health insurance coverage","Estimate!!Total!!Female!!Under 6 years!!No health insurance coverage","Margin of Error!!Total!!Female!!Under 6 years!!No health insurance coverage","Estimate!!Total!!Female!!6 to 18 years","Margin of Error!!Total!!Female!!6 to 18 years","Estimate!!Total!!Female!!6 to 18 years!!With health insurance coverage","Margin of Error!!Total!!Female!!6 to 18 years!!With health insurance coverage","Estimate!!Total!!Female!!6 to 18 years!!No health insurance coverage","Margin of Error!!Total!!Female!!6 to 18 years!!No health insurance coverage","Estimate!!Total!!Female!!19 to 25 years","Margin of Error!!Total!!Female!!19 to 25 years","Estimate!!Total!!Female!!19 to 25 years!!With health insurance coverage","Margin of Error!!Total!!Female!!19 to 25 years!!With health insurance coverage","Estimate!!Total!!Female!!19 to 25 years!!No health insurance coverage","Margin of Error!!Total!!Female!!19 to 25 years!!No health insurance coverage","Estimate!!Total!!Female!!26 to 34 years","Margin of Error!!Total!!Female!!26 to 34 years","Estimate!!Total!!Female!!26 to 34 years!!With health insurance coverage","Margin of Error!!Total!!Female!!26 to 34 years!!With health insurance coverage","Estimate!!Total!!Female!!26 to 34 years!!No health insurance coverage","Margin of Error!!Total!!Female!!26 to 34 years!!No health insurance coverage","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!35 to 44 years!!With health insurance coverage","Margin of Error!!Total!!Female!!35 to 44 years!!With health insurance coverage","Estimate!!Total!!Female!!35 to 44 years!!No health insurance coverage","Margin of Error!!Total!!Female!!35 to 44 years!!No health insurance coverage","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!45 to 54 years!!With health insurance coverage","Margin of Error!!Total!!Female!!45 to 54 years!!With health insurance coverage","Estimate!!Total!!Female!!45 to 54 years!!No health insurance coverage","Margin of Error!!Total!!Female!!45 to 54 years!!No health insurance coverage","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!55 to 64 years!!With health insurance coverage","Margin of Error!!Total!!Female!!55 to 64 years!!With health insurance coverage","Estimate!!Total!!Female!!55 to 64 years!!No health insurance coverage","Margin of Error!!Total!!Female!!55 to 64 years!!No health insurance coverage","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!65 to 74 years!!With health insurance coverage","Margin of Error!!Total!!Female!!65 to 74 years!!With health insurance coverage","Estimate!!Total!!Female!!65 to 74 years!!No health insurance coverage","Margin of Error!!Total!!Female!!65 to 74 years!!No health insurance coverage","Estimate!!Total!!Female!!75 years and over","Margin of Error!!Total!!Female!!75 years and over","Estimate!!Total!!Female!!75 years and over!!With health insurance coverage","Margin of Error!!Total!!Female!!75 years and over!!With health insurance coverage","Estimate!!Total!!Female!!75 years and over!!No health insurance coverage","Margin of Error!!Total!!Female!!75 years and over!!No health insurance coverage"
"0500000US34007","Camden County, New Jersey","501687","1116","239593","1488","16437","1226","15929","1301","508","485","43712","1269","42167","1368","1545","787","20521","1413","18180","1380","2341","937","31378","1098","24839","1741","6539","1634","30612","373","26393","1520","4219","1505","32190","242","28895","997","3295","969","32333","391","30773","620","1560","638","19819","762","19654","730","165","241","12591","589","12537","567","54","99","262094","1365","19716","1528","18681","1465","1035","1235","40678","1115","38881","1340","1797","1028","21825","1472","19801","1317","2024","971","31226","1304","27265","1524","3961","1411","33473","600","30695","1296","2778","1036","35091","288","32578","985","2513","926","35855","248","34509","602","1346","535","25294","338","25203","346","91","103","18936","549","18919","550","17","29"
"0500000US34005","Burlington County, New Jersey","429358","6478","205066","6275","14809","954","14611","987","198","172","33699","1242","33043","1266","656","391","17075","1428","15605","1493","1470","756","22078","2178","20444","2070","1634","639","25359","1815","22974","1797","2385","858","29028","1204","27578","1293","1450","601","30857","670","29765","824","1092","507","19583","356","19583","356","0","210","12578","491","12578","491","0","210","224292","791","14325","1011","13750","995","575","437","34314","1304","33422","1268","892","415","17005","1008","16481","1177","524","541","23785","878","22023","1091","1762","799","27529","241","25851","760","1678","722","32738","246","31622","582","1116","472","33649","155","31779","694","1870","645","23159","376","22953","401","206","220","17788","585","17712","580","76","126"
"0500000US34017","Hudson County, New Jersey","670851","1293","333126","1067","27536","944","26883","933","653","405","45338","1334","42693","1587","2645","1372","31367","1874","23054","2070","8313","1939","66242","1556","54681","2191","11561","1926","55179","349","44518","2042","10661","2027","40681","167","33761","1664","6920","1668","34043","328","29837","1151","4206","1114","19976","204","19533","418","443","371","12764","202","12653","240","111","138","337725","716","26102","952","25213","1190","889","709","45305","1187","42399","1610","2906","1048","29761","1528","26236","1512","3525","1038","61928","1430","54645","1996","7283","1508","51002","290","43464","1523","7538","1457","41173","209","34782","1474","6391","1451","37144","193","33097","978","4047","986","24981","238","23869","566","1112","524","20329","437","20009","516","320","264"
"0500000US34035","Somerset County, New Jersey","328347","861","160356","1276","9959","1217","9860","1224","99","129","29372","1143","29302","1120","70","125","13953","1192","13054","1205","899","479","15702","1099","13872","1290","1830","539","21062","1148","18984","1363","2078","983","24673","911","23074","1027","1599","653","23954","236","22872","761","1082","723","12932","499","12820","502","112","180","8749","601","8749","601","0","210","167991","1226","10087","1521","10046","1530","41","71","27253","1341","26942","1373","311","408","11965","1262","11397","1254","568","696","17268","1045","15787","1094","1481","630","23145","846","21994","1105","1151","759","25019","835","24012","1046","1007","514","24878","2","23902","589","976","589","15349","521","15295","515","54","95","13027","525","12968","569","59","96"
"0500000US34025","Monmouth County, New Jersey","617530","1339","300697","1135","18951","919","17839","993","1112","594","52728","1264","51239","1308","1489","773","26739","1608","25304","1598","1435","617","29237","1422","24083","1518","5154","1172","34415","176","31302","927","3113","916","44522","19","41537","864","2985","864","47377","280","45569","688","1808","701","29374","96","29374","96","0","210","17354","402","17354","402","0","210","316833","822","17427","797","16900","821","527","324","50215","1009","48721","1297","1494","701","25389","1172","24289","1024","1100","625","28725","1079","25567","1109","3158","984","37068","315","34752","757","2316","685","47755","4","45218","829","2537","829","49910","193","47359","808","2551","775","32931","237","32869","256","62","99","27413","308","27195","400","218","265"
"0500000US34013","Essex County, New Jersey","787989","2105","375842","1974","32776","1449","31072","1566","1704","1233","69510","1630","64844","2122","4666","1477","35342","1793","30307","2037","5035","1337","45527","1633","35122","2252","10405","1943","52513","541","43147","1471","9366","1479","53188","472","44339","1728","8849","1638","44251","694","40483","1331","3768","1087","26601","504","26164","625","437","402","16134","482","16025","515","109","174","412147","731","31993","1530","30393","1480","1600","801","66178","1750","60264","2292","5914","1378","35125","1438","29574","1828","5551","1583","50033","1297","42479","1538","7554","1319","57996","18","49330","1418","8666","1420","57276","98","50536","1395","6740","1393","51720","62","45857","1488","5863","1491","34006","270","33533","396","473","322","27820","667","27488","752","332","317"
"0500000US34019","Hunterdon County, New Jersey","121060","629","59436","794","3108","555","3018","560","90","142","9838","969","9675","934","163","229","4112","498","4021","524","91","154","4880","591","4528","522","352","280","6547","583","6302","562","245","255","9796","585","9555","611","241","194","10432","292","10278","353","154","201","6980","343","6953","347","27","35","3743","39","3743","39","0","210","61624","842","3541","673","3528","673","13","21","9110","744","8967","742","143","226","3726","451","3726","451","0","210","4749","453","4603","478","146","175","7144","616","7008","623","136","143","10451","663","10173","711","278","257","10593","409","10254","375","339","265","7118","407","7107","407","11","19","5192","234","5131","199","61","111"
"0500000US34009","Cape May County, New Jersey","90196","808","44291","1258","2346","563","2232","552","114","175","5769","582","5549","658","220","191","3561","962","3561","962","0","210","4548","850","3423","615","1125","867","4195","671","3863","749","332","251","5810","944","5534","944","276","309","7365","329","7050","432","315","369","6354","98","6342","99","12","21","4343","382","4325","380","18","32","45905","1116","2353","479","2111","503","242","236","4880","617","4848","610","32","56","3009","562","2639","475","370","366","4398","615","4100","677","298","302","4044","369","3831","413","213","211","6149","810","5739","875","410","278","8555","338","8165","399","390","248","7140","174","7140","174","0","210","5377","296","5377","296","0","210"
"0500000US34001","Atlantic County, New Jersey","262891","1242","127947","1628","8302","544","7674","616","628","464","22938","1385","21512","1571","1426","720","13024","1310","9878","1634","3146","1383","12481","1259","9760","1390","2721","1023","14571","697","13272","882","1299","518","17053","552","16103","764","950","507","19080","202","17746","715","1334","683","12762","568","12581","509","181","277","7736","614","7640","607","96","148","134944","1150","8010","619","7699","697","311","337","20011","1494","18610","1704","1401","966","13938","982","12475","1178","1463","1031","12147","889","11221","1012","926","451","15483","307","13595","818","1888","769","19079","59","17716","695","1363","688","20733","154","19466","599","1267","568","14430","488","14235","512","195","193","11113","524","10977","558","136","213"
