"GEO_ID","NAME","B27001_001E","B27001_001M","B27001_002E","B27001_002M","B27001_003E","B27001_003M","B27001_004E","B27001_004M","B27001_005E","B27001_005M","B27001_006E","B27001_006M","B27001_007E","B27001_007M","B27001_008E","B27001_008M","B27001_009E","B27001_009M","B27001_010E","B27001_010M","B27001_011E","B27001_011M","B27001_012E","B27001_012M","B27001_013E","B27001_013M","B27001_014E","B27001_014M","B27001_015E","B27001_015M","B27001_016E","B27001_016M","B27001_017E","B27001_017M","B27001_018E","B27001_018M","B27001_019E","B27001_019M","B27001_020E","B27001_020M","B27001_021E","B27001_021M","B27001_022E","B27001_022M","B27001_023E","B27001_023M","B27001_024E","B27001_024M","B27001_025E","B27001_025M","B27001_026E","B27001_026M","B27001_027E","B27001_027M","B27001_028E","B27001_028M","B27001_029E","B27001_029M","B27001_030E","B27001_030M","B27001_031E","B27001_031M","B27001_032E","B27001_032M","B27001_033E","B27001_033M","B27001_034E","B27001_034M","B27001_035E","B27001_035M","B27001_036E","B27001_036M","B27001_037E","B27001_037M","B27001_038E","B27001_038M","B27001_039E","B27001_039M","B27001_040E","B27001_040M","B27001_041E","B27001_041M","B27001_042E","B27001_042M","B27001_043E","B27001_043M","B27001_044E","B27001_044M","B27001_045E","B27001_045M","B27001_046E","B27001_046M","B27001_047E","B27001_047M","B27001_048E","B27001_048M","B27001_049E","B27001_049M","B27001_050E","B27001_050M","B27001_051E","B27001_051M","B27001_052E","B27001_052M","B27001_053E","B27001_053M","B27001_054E","B27001_054M","B27001_055E","B27001_055M","B27001_056E","B27001_056M","B27001_057E","B27001_057M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 6 years","Margin of Error!!Total!!Male!!Under 6 years","Estimate!!Total!!Male!!Under 6 years!!With health insurance coverage","Margin of Error!!Total!!Male!!Under 6 years!!With health insurance coverage","Estimate!!Total!!Male!!Under 6 years!!No health insurance coverage","Margin of Error!!Total!!Male!!Under 6 years!!No health insurance coverage","Estimate!!Total!!Male!!6 to 18 years","Margin of Error!!Total!!Male!!6 to 18 years","Estimate!!Total!!Male!!6 to 18 years!!With health insurance coverage","Margin of Error!!Total!!Male!!6 to 18 years!!With health insurance coverage","Estimate!!Total!!Male!!6 to 18 years!!No health insurance coverage","Margin of Error!!Total!!Male!!6 to 18 years!!No health insurance coverage","Estimate!!Total!!Male!!19 to 25 years","Margin of Error!!Total!!Male!!19 to 25 years","Estimate!!Total!!Male!!19 to 25 years!!With health insurance coverage","Margin of Error!!Total!!Male!!19 to 25 years!!With health insurance coverage","Estimate!!Total!!Male!!19 to 25 years!!No health insurance coverage","Margin of Error!!Total!!Male!!19 to 25 years!!No health insurance coverage","Estimate!!Total!!Male!!26 to 34 years","Margin of Error!!Total!!Male!!26 to 34 years","Estimate!!Total!!Male!!26 to 34 years!!With health insurance coverage","Margin of Error!!Total!!Male!!26 to 34 years!!With health insurance coverage","Estimate!!Total!!Male!!26 to 34 years!!No health insurance coverage","Margin of Error!!Total!!Male!!26 to 34 years!!No health insurance coverage","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!35 to 44 years!!With health insurance coverage","Margin of Error!!Total!!Male!!35 to 44 years!!With health insurance coverage","Estimate!!Total!!Male!!35 to 44 years!!No health insurance coverage","Margin of Error!!Total!!Male!!35 to 44 years!!No health insurance coverage","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!45 to 54 years!!With health insurance coverage","Margin of Error!!Total!!Male!!45 to 54 years!!With health insurance coverage","Estimate!!Total!!Male!!45 to 54 years!!No health insurance coverage","Margin of Error!!Total!!Male!!45 to 54 years!!No health insurance coverage","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!55 to 64 years!!With health insurance coverage","Margin of Error!!Total!!Male!!55 to 64 years!!With health insurance coverage","Estimate!!Total!!Male!!55 to 64 years!!No health insurance coverage","Margin of Error!!Total!!Male!!55 to 64 years!!No health insurance coverage","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!65 to 74 years!!With health insurance coverage","Margin of Error!!Total!!Male!!65 to 74 years!!With health insurance coverage","Estimate!!Total!!Male!!65 to 74 years!!No health insurance coverage","Margin of Error!!Total!!Male!!65 to 74 years!!No health insurance coverage","Estimate!!Total!!Male!!75 years and over","Margin of Error!!Total!!Male!!75 years and over","Estimate!!Total!!Male!!75 years and over!!With health insurance coverage","Margin of Error!!Total!!Male!!75 years and over!!With health insurance coverage","Estimate!!Total!!Male!!75 years and over!!No health insurance coverage","Margin of Error!!Total!!Male!!75 years and over!!No health insurance coverage","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 6 years","Margin of Error!!Total!!Female!!Under 6 years","Estimate!!Total!!Female!!Under 6 years!!With health insurance coverage","Margin of Error!!Total!!Female!!Under 6 years!!With health insurance coverage","Estimate!!Total!!Female!!Under 6 years!!No health insurance coverage","Margin of Error!!Total!!Female!!Under 6 years!!No health insurance coverage","Estimate!!Total!!Female!!6 to 18 years","Margin of Error!!Total!!Female!!6 to 18 years","Estimate!!Total!!Female!!6 to 18 years!!With health insurance coverage","Margin of Error!!Total!!Female!!6 to 18 years!!With health insurance coverage","Estimate!!Total!!Female!!6 to 18 years!!No health insurance coverage","Margin of Error!!Total!!Female!!6 to 18 years!!No health insurance coverage","Estimate!!Total!!Female!!19 to 25 years","Margin of Error!!Total!!Female!!19 to 25 years","Estimate!!Total!!Female!!19 to 25 years!!With health insurance coverage","Margin of Error!!Total!!Female!!19 to 25 years!!With health insurance coverage","Estimate!!Total!!Female!!19 to 25 years!!No health insurance coverage","Margin of Error!!Total!!Female!!19 to 25 years!!No health insurance coverage","Estimate!!Total!!Female!!26 to 34 years","Margin of Error!!Total!!Female!!26 to 34 years","Estimate!!Total!!Female!!26 to 34 years!!With health insurance coverage","Margin of Error!!Total!!Female!!26 to 34 years!!With health insurance coverage","Estimate!!Total!!Female!!26 to 34 years!!No health insurance coverage","Margin of Error!!Total!!Female!!26 to 34 years!!No health insurance coverage","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!35 to 44 years!!With health insurance coverage","Margin of Error!!Total!!Female!!35 to 44 years!!With health insurance coverage","Estimate!!Total!!Female!!35 to 44 years!!No health insurance coverage","Margin of Error!!Total!!Female!!35 to 44 years!!No health insurance coverage","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!45 to 54 years!!With health insurance coverage","Margin of Error!!Total!!Female!!45 to 54 years!!With health insurance coverage","Estimate!!Total!!Female!!45 to 54 years!!No health insurance coverage","Margin of Error!!Total!!Female!!45 to 54 years!!No health insurance coverage","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!55 to 64 years!!With health insurance coverage","Margin of Error!!Total!!Female!!55 to 64 years!!With health insurance coverage","Estimate!!Total!!Female!!55 to 64 years!!No health insurance coverage","Margin of Error!!Total!!Female!!55 to 64 years!!No health insurance coverage","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!65 to 74 years!!With health insurance coverage","Margin of Error!!Total!!Female!!65 to 74 years!!With health insurance coverage","Estimate!!Total!!Female!!65 to 74 years!!No health insurance coverage","Margin of Error!!Total!!Female!!65 to 74 years!!No health insurance coverage","Estimate!!Total!!Female!!75 years and over","Margin of Error!!Total!!Female!!75 years and over","Estimate!!Total!!Female!!75 years and over!!With health insurance coverage","Margin of Error!!Total!!Female!!75 years and over!!With health insurance coverage","Estimate!!Total!!Female!!75 years and over!!No health insurance coverage","Margin of Error!!Total!!Female!!75 years and over!!No health insurance coverage"
"0500000US34001","Atlantic County, New Jersey","267285","1213","128634","1131","7982","974","7380","970","602","524","22669","1174","21234","1200","1435","811","13006","1382","10666","1566","2340","1183","13576","941","11446","991","2130","775","14577","850","11908","1284","2669","830","17524","685","15626","896","1898","713","18839","197","17800","570","1039","564","12383","503","12344","507","39","68","8078","465","8019","462","59","96","138651","953","9320","957","8523","849","797","737","22333","1076","21857","1138","476","379","11623","1103","9766","1019","1857","914","13785","1259","11026","1321","2759","749","16120","756","14053","1009","2067","657","19909","251","18369","602","1540","538","20564","128","19120","878","1444","873","14194","445","13992","532","202","212","10803","504","10803","504","0","206"
"0500000US34003","Bergen County, New Jersey","941940","1259","456953","972","30156","969","29624","1014","532","409","78069","1322","74679","1582","3390","1129","38353","1413","32871","1812","5482","1449","50444","1031","41911","2111","8533","1837","60908","333","53464","1800","7444","1769","68289","176","62571","1277","5718","1263","63253","334","58642","1151","4611","1130","40227","92","39285","663","942","663","27254","713","27211","716","43","72","484987","864","29176","1176","27089","1206","2087","896","75714","1446","71079","2348","4635","1708","36751","1421","34003","1823","2748","1081","50181","1260","42681","2190","7500","1605","64114","112","56744","1574","7370","1568","72781","210","67671","1334","5110","1343","68405","244","61708","1536","6697","1532","46019","382","45435","514","584","320","41846","594","41511","651","335","289"
"0500000US34005","Burlington County, New Jersey","434346","2103","208591","2198","14018","693","13605","737","413","362","35566","1187","34733","1170","833","446","18566","1365","17003","1402","1563","649","22463","1167","18770","1592","3693","1194","24897","825","23108","959","1789","714","31055","507","29468","812","1587","648","30577","240","29021","567","1556","543","19117","405","19117","405","0","206","12332","434","12073","466","259","299","225755","731","13908","751","13551","739","357","345","35050","1243","34244","1270","806","455","16817","864","15689","1052","1128","597","24166","615","22743","767","1423","513","27516","188","25828","820","1688","791","33949","126","32938","471","1011","447","33353","182","31970","494","1383","472","22994","417","22740","415","254","195","18002","597","17945","595","57","94"
"0500000US34007","Camden County, New Jersey","505832","1251","244009","1138","19543","1048","19440","1040","103","126","43187","1779","41882","1966","1305","802","22677","1411","20018","1491","2659","1043","30233","1206","25586","1560","4647","1296","31250","180","26720","1084","4530","1037","33086","61","30053","1101","3033","1098","31835","338","29915","901","1920","845","19625","518","19625","518","0","206","12573","452","12292","512","281","229","261823","878","17610","821","16968","999","642","612","42154","1181","41207","1316","947","465","21814","1222","19638","1296","2176","890","31719","960","28916","1244","2803","1051","33133","215","30025","1195","3108","1171","36329","65","34662","824","1667","815","35341","415","33995","652","1346","542","24383","196","24247","254","136","199","19340","467","19276","476","64","107"
"0500000US34009","Cape May County, New Jersey","91357","909","44574","889","2800","508","2758","523","42","68","6318","700","6128","759","190","244","3587","511","3379","579","208","290","3985","587","3657","625","328","251","3959","393","3580","367","379","264","5583","354","5109","357","474","307","7592","358","7321","388","271","191","6569","272","6540","268","29","55","4181","291","4181","291","0","206","46783","674","2289","407","2192","363","97","151","5693","408","5624","417","69","83","3082","388","2779","474","303","269","4174","697","3777","700","397","410","4391","426","4062","391","329","249","6319","568","5799","680","520","346","8439","390","7893","504","546","303","7400","274","7290","255","110","136","4996","302","4996","302","0","206"
"0500000US34011","Cumberland County, New Jersey","141731","2003","68021","2043","6614","834","6159","812","455","394","12930","1246","12151","1232","779","437","6435","1010","5232","1126","1203","623","7452","748","6197","834","1255","549","8350","1132","6201","1234","2149","655","8441","668","7178","771","1263","597","9012","440","8446","565","566","396","5537","544","5537","544","0","206","3250","811","3250","811","0","206","73710","1016","5953","631","5708","609","245","296","12424","797","11513","927","911","443","6408","616","5594","779","814","464","7708","586","5598","880","2110","814","9466","430","8115","658","1351","513","9880","230","8759","674","1121","635","9358","108","8989","274","369","270","7002","110","7002","110","0","206","5511","451","5511","451","0","206"
"0500000US34013","Essex County, New Jersey","796581","1663","379701","1627","30993","1012","29904","1241","1089","827","72349","1555","68237","1927","4112","1222","35624","1772","29609","1985","6015","1492","46820","1621","34074","2174","12746","2037","52878","434","41690","1880","11188","1888","53780","591","47968","1449","5812","1356","45058","351","40556","1208","4502","1126","26334","378","26334","378","0","206","15865","447","15546","609","319","342","416880","702","31195","1085","29314","1423","1881","814","67183","1444","63121","1758","4062","1202","36132","1470","31480","1912","4652","1527","51276","1216","42772","1532","8504","1664","58701","217","50101","1871","8600","1833","58481","221","52699","1323","5782","1309","51688","263","48016","1121","3672","1077","33850","269","33300","517","550","418","28374","369","27893","550","481","432"
"0500000US34015","Gloucester County, New Jersey","291086","595","141813","912","8748","735","8575","713","173","293","26334","1231","25285","1164","1049","635","12963","795","12186","866","777","420","15973","1065","14900","1193","1073","592","18057","1020","16781","1016","1276","719","20720","862","19983","898","737","398","19689","566","18386","776","1303","581","12055","531","11995","512","60","111","7274","454","7193","452","81","103","149273","896","8767","829","8595","717","172","293","24544","968","24035","984","509","356","12924","939","12121","1013","803","465","15437","842","14590","789","847","480","19070","259","18007","627","1063","579","22216","259","21305","556","911","503","21531","447","19969","520","1562","639","13943","253","13943","253","0","206","10841","505","10841","505","0","206"
"0500000US34017","Hudson County, New Jersey","686491","2986","340532","3220","28216","1262","27299","1594","917","704","46315","1438","44205","1702","2110","1025","33529","2509","26589","2991","6940","1467","66729","2664","53095","2771","13634","1834","56779","183","43940","1905","12839","1918","41491","1184","32982","1853","8509","1751","34656","213","30906","1019","3750","1030","19964","155","19476","374","488","331","12853","155","12656","358","197","320","345959","815","26606","867","26092","942","514","311","44330","1163","41925","1326","2405","845","30617","1402","25445","1687","5172","1513","65598","1117","56843","1670","8755","1608","52483","196","43289","1649","9194","1610","42974","158","36443","1243","6531","1221","38280","283","34478","1175","3802","1068","25322","255","24116","698","1206","617","19749","572","19556","675","193","308"
