"GEO_ID","NAME","B27007_001E","B27007_001M","B27007_002E","B27007_002M","B27007_003E","B27007_003M","B27007_004E","B27007_004M","B27007_005E","B27007_005M","B27007_006E","B27007_006M","B27007_007E","B27007_007M","B27007_008E","B27007_008M","B27007_009E","B27007_009M","B27007_010E","B27007_010M","B27007_011E","B27007_011M","B27007_012E","B27007_012M","B27007_013E","B27007_013M","B27007_014E","B27007_014M","B27007_015E","B27007_015M","B27007_016E","B27007_016M","B27007_017E","B27007_017M","B27007_018E","B27007_018M","B27007_019E","B27007_019M","B27007_020E","B27007_020M","B27007_021E","B27007_021M","B27007_022E","B27007_022M","B27007_023E","B27007_023M","B27007_024E","B27007_024M","B27007_025E","B27007_025M","B27007_026E","B27007_026M","B27007_027E","B27007_027M","B27007_028E","B27007_028M","B27007_029E","B27007_029M","B27007_030E","B27007_030M","B27007_031E","B27007_031M","B27007_032E","B27007_032M","B27007_033E","B27007_033M","B27007_034E","B27007_034M","B27007_035E","B27007_035M","B27007_036E","B27007_036M","B27007_037E","B27007_037M","B27007_038E","B27007_038M","B27007_039E","B27007_039M","B27007_040E","B27007_040M","B27007_041E","B27007_041M","B27007_042E","B27007_042M","B27007_043E","B27007_043M","B27007_044E","B27007_044M","B27007_045E","B27007_045M","B27007_046E","B27007_046M","B27007_047E","B27007_047M","B27007_048E","B27007_048M","B27007_049E","B27007_049M","B27007_050E","B27007_050M","B27007_051E","B27007_051M","B27007_052E","B27007_052M","B27007_053E","B27007_053M","B27007_054E","B27007_054M","B27007_055E","B27007_055M","B27007_056E","B27007_056M","B27007_057E","B27007_057M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 6 years","Margin of Error!!Total!!Male!!Under 6 years","Estimate!!Total!!Male!!Under 6 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!Under 6 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!Under 6 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!Under 6 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!6 to 17 years","Margin of Error!!Total!!Male!!6 to 17 years","Estimate!!Total!!Male!!6 to 17 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!6 to 17 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!6 to 17 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!6 to 17 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!18 to 24 years","Margin of Error!!Total!!Male!!18 to 24 years","Estimate!!Total!!Male!!18 to 24 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!18 to 24 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!18 to 24 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!18 to 24 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!25 to 34 years","Margin of Error!!Total!!Male!!25 to 34 years","Estimate!!Total!!Male!!25 to 34 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!25 to 34 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!25 to 34 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!25 to 34 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!35 to 44 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!35 to 44 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!35 to 44 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!35 to 44 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!45 to 54 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!45 to 54 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!45 to 54 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!45 to 54 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!55 to 64 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!55 to 64 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!55 to 64 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!55 to 64 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!65 to 74 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!65 to 74 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!65 to 74 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!65 to 74 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!75 years and over","Margin of Error!!Total!!Male!!75 years and over","Estimate!!Total!!Male!!75 years and over!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!75 years and over!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!75 years and over!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!75 years and over!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 6 years","Margin of Error!!Total!!Female!!Under 6 years","Estimate!!Total!!Female!!Under 6 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!Under 6 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!Under 6 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!Under 6 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!6 to 17 years","Margin of Error!!Total!!Female!!6 to 17 years","Estimate!!Total!!Female!!6 to 17 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!6 to 17 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!6 to 17 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!6 to 17 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!18 to 24 years","Margin of Error!!Total!!Female!!18 to 24 years","Estimate!!Total!!Female!!18 to 24 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!18 to 24 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!18 to 24 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!18 to 24 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!25 to 34 years","Margin of Error!!Total!!Female!!25 to 34 years","Estimate!!Total!!Female!!25 to 34 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!25 to 34 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!25 to 34 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!25 to 34 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!35 to 44 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!35 to 44 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!35 to 44 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!35 to 44 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!45 to 54 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!45 to 54 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!45 to 54 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!45 to 54 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!55 to 64 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!55 to 64 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!55 to 64 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!55 to 64 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!65 to 74 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!65 to 74 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!65 to 74 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!65 to 74 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!75 years and over","Margin of Error!!Total!!Female!!75 years and over","Estimate!!Total!!Female!!75 years and over!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!75 years and over!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!75 years and over!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!75 years and over!!No Medicaid/means-tested public coverage"
"0500000US34001","Atlantic County, New Jersey","271875","1157","131213","1057","9887","610","3922","812","5965","808","22346","856","6052","1427","16294","1423","12872","769","1261","574","11611","911","14259","1038","1516","762","12743","1177","17705","1030","1601","556","16104","1082","21356","557","2313","754","19043","947","16442","128","1311","509","15131","536","9745","558","559","377","9186","614","6601","528","406","348","6195","638","140662","960","9307","571","3683","977","5624","1074","22363","837","5587","1378","16776","1536","12859","741","2517","755","10342","867","15910","664","2909","1024","13001","1220","18721","5","2525","837","16196","837","22856","94","2279","742","20577","740","17639","53","2091","626","15548","634","11303","336","813","390","10490","485","9704","790","1656","518","8048","762"
"0500000US34003","Bergen County, New Jersey","900070","1613","433654","1549","31780","1460","5531","1415","26249","1834","72520","1397","7454","1710","65066","2292","34405","261","1219","506","33186","587","51589","409","2151","828","49438","918","61879","212","2032","699","59847","690","70867","232","2122","607","68745","651","54527","365","1458","558","53069","662","30413","171","1575","510","28838","544","25674","468","2577","699","23097","751","466416","1390","30233","1514","4323","1070","25910","1740","69798","1404","9088","1949","60710","2183","32625","3","2459","745","30166","745","53511","237","2758","1084","50753","1169","66654","83","2946","698","63708","704","76460","293","2912","783","73548","864","60140","288","2294","779","57846","806","36967","182","2830","704","34137","751","40028","787","4608","1072","35420","1118"
"0500000US34005","Burlington County, New Jersey","433986","2368","208498","1658","15769","830","2774","850","12995","999","37422","725","4374","990","33048","1341","16507","1107","624","277","15883","1149","22815","932","1339","562","21476","936","27964","527","1196","600","26768","854","36094","303","1482","613","34612","725","26275","421","900","556","25375","584","14542","326","540","273","14002","449","11110","574","1328","496","9782","670","225488","1769","14542","763","2100","705","12442","1057","35846","781","4745","1190","31101","1337","16499","424","1266","549","15233","765","25218","487","1502","560","23716","745","31533","111","1817","544","29716","551","38115","205","1752","613","36363","628","29244","392","1615","664","27629","848","17697","429","1230","470","16467","618","16794","1174","2457","671","14337","1152"
"0500000US34007","Camden County, New Jersey","506371","2763","243600","1523","20614","1093","8072","1466","12542","1408","43059","1092","12978","1560","30081","1746","23205","335","3585","932","19620","946","31571","564","2678","828","28893","1002","33087","479","2952","886","30135","1021","37262","427","4339","1046","32923","1062","28590","351","2931","906","25659","985","15075","636","1635","511","13440","746","11137","383","1633","547","9504","592","262771","1553","19102","757","7387","1337","11715","1346","41739","764","13779","2131","27960","2215","22595","3","3851","944","18744","944","34242","209","7981","1248","26261","1250","35696","69","4901","1014","30795","1012","40429","181","5986","1038","34443","1011","32480","111","2445","757","30035","780","18387","592","2574","740","15813","793","18101","1672","2885","787","15216","1459"
"0500000US34009","Cape May County, New Jersey","95909","1081","46474","788","2483","589","967","348","1516","682","6590","684","1986","888","4604","768","3686","634","277","255","3409","629","5188","675","721","515","4467","774","5180","694","433","348","4747","684","7048","295","822","613","6226","775","7308","177","188","250","7120","286","5009","211","327","273","4682","344","3982","177","389","238","3593","208","49435","639","2365","456","753","444","1612","510","6698","476","1512","637","5186","753","3188","376","572","448","2616","623","3945","397","703","483","3242","657","5387","427","563","328","4824","508","8066","476","597","409","7469","603","7865","348","605","383","7260","357","6145","365","453","265","5692","456","5776","297","365","226","5411","321"
"0500000US34011","Cumberland County, New Jersey","143312","3404","69158","3065","6552","593","3574","715","2978","903","12958","1028","5686","1310","7272","1394","7437","673","908","506","6529","747","8599","684","1448","841","7151","975","8549","1314","1244","773","7305","1054","9253","775","754","476","8499","868","8070","665","1165","515","6905","738","4982","434","819","406","4163","485","2758","464","477","277","2281","492","74154","1186","6738","611","4807","881","1931","733","10733","945","4884","996","5849","1170","7045","251","1671","566","5374","584","9355","21","3200","824","6155","828","9881","359","2064","791","7817","729","10882","227","1232","561","9650","533","8881","136","1114","470","7767","453","5630","249","880","389","4750","415","5009","578","1175","468","3834","525"
"0500000US34013","Essex County, New Jersey","768453","4567","364542","4134","33428","1166","14277","1539","19151","1743","63268","3884","21524","2920","41744","2836","35832","594","3318","823","32514","1028","49857","778","4251","1015","45606","1431","54303","648","4394","1198","49909","1432","54007","248","5398","1087","48609","1126","38768","507","3825","867","34943","1046","20559","336","3280","860","17279","882","14520","381","2337","638","12183","735","403911","1747","31353","1138","13470","1553","17883","1718","64297","1217","22506","2505","41791","2680","37177","449","7869","1323","29308","1382","54539","542","11103","1663","43436","1789","59470","376","9216","1641","50254","1628","59593","397","7185","1318","52408","1311","45861","281","6140","1195","39721","1250","26678","435","4358","930","22320","999","24943","1124","4829","1018","20114","1143"
"0500000US34015","Gloucester County, New Jersey","287462","1031","139849","921","11036","715","2268","725","8768","851","25115","906","5042","1261","20073","1268","13594","546","764","407","12830","629","16678","996","904","497","15774","1155","19281","889","1554","643","17727","1076","22756","607","2220","728","20536","906","16965","425","1241","530","15724","607","8562","211","930","476","7632","453","5862","451","481","317","5381","543","147613","1140","10615","734","2470","677","8145","880","23525","828","4058","958","19467","1216","13271","580","1656","572","11615","726","16645","809","1770","753","14875","1101","21444","617","3001","801","18443","975","24043","423","2024","678","22019","738","18153","399","1542","572","16611","640","10566","490","868","419","9698","547","9351","667","928","448","8423","763"
"0500000US34017","Hudson County, New Jersey","632225","1449","312309","1048","25354","905","10908","1677","14446","1595","41195","899","19402","2035","21793","2109","32941","304","3570","950","29371","952","67057","391","2804","803","64253","827","49554","200","2699","792","46855","814","40706","247","4233","1005","36473","1052","29128","115","2612","791","26516","779","16079","473","3486","843","12593","974","10295","475","2365","614","7930","699","319916","946","24713","1044","11556","1695","13157","1763","39582","1104","17474","1805","22108","1779","30415","76","6446","1269","23969","1284","64222","154","8325","1496","55897","1510","47130","153","7799","1600","39331","1624","42137","166","5129","1102","37008","1128","33444","110","5085","1213","28359","1220","20506","486","4200","929","16306","1064","17767","876","5585","1034","12182","1300"
