"GEO_ID","NAME","B27007_001E","B27007_001M","B27007_002E","B27007_002M","B27007_003E","B27007_003M","B27007_004E","B27007_004M","B27007_005E","B27007_005M","B27007_006E","B27007_006M","B27007_007E","B27007_007M","B27007_008E","B27007_008M","B27007_009E","B27007_009M","B27007_010E","B27007_010M","B27007_011E","B27007_011M","B27007_012E","B27007_012M","B27007_013E","B27007_013M","B27007_014E","B27007_014M","B27007_015E","B27007_015M","B27007_016E","B27007_016M","B27007_017E","B27007_017M","B27007_018E","B27007_018M","B27007_019E","B27007_019M","B27007_020E","B27007_020M","B27007_021E","B27007_021M","B27007_022E","B27007_022M","B27007_023E","B27007_023M","B27007_024E","B27007_024M","B27007_025E","B27007_025M","B27007_026E","B27007_026M","B27007_027E","B27007_027M","B27007_028E","B27007_028M","B27007_029E","B27007_029M","B27007_030E","B27007_030M","B27007_031E","B27007_031M","B27007_032E","B27007_032M","B27007_033E","B27007_033M","B27007_034E","B27007_034M","B27007_035E","B27007_035M","B27007_036E","B27007_036M","B27007_037E","B27007_037M","B27007_038E","B27007_038M","B27007_039E","B27007_039M","B27007_040E","B27007_040M","B27007_041E","B27007_041M","B27007_042E","B27007_042M","B27007_043E","B27007_043M","B27007_044E","B27007_044M","B27007_045E","B27007_045M","B27007_046E","B27007_046M","B27007_047E","B27007_047M","B27007_048E","B27007_048M","B27007_049E","B27007_049M","B27007_050E","B27007_050M","B27007_051E","B27007_051M","B27007_052E","B27007_052M","B27007_053E","B27007_053M","B27007_054E","B27007_054M","B27007_055E","B27007_055M","B27007_056E","B27007_056M","B27007_057E","B27007_057M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 6 years","Margin of Error!!Total!!Male!!Under 6 years","Estimate!!Total!!Male!!Under 6 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!Under 6 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!Under 6 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!Under 6 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!6 to 18 years","Margin of Error!!Total!!Male!!6 to 18 years","Estimate!!Total!!Male!!6 to 18 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!6 to 18 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!6 to 18 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!6 to 18 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!19 to 25 years","Margin of Error!!Total!!Male!!19 to 25 years","Estimate!!Total!!Male!!19 to 25 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!19 to 25 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!19 to 25 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!19 to 25 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!26 to 34 years","Margin of Error!!Total!!Male!!26 to 34 years","Estimate!!Total!!Male!!26 to 34 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!26 to 34 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!26 to 34 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!26 to 34 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!35 to 44 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!35 to 44 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!35 to 44 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!35 to 44 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!45 to 54 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!45 to 54 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!45 to 54 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!45 to 54 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!55 to 64 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!55 to 64 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!55 to 64 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!55 to 64 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!65 to 74 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!65 to 74 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!65 to 74 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!65 to 74 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!75 years and over","Margin of Error!!Total!!Male!!75 years and over","Estimate!!Total!!Male!!75 years and over!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!75 years and over!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!75 years and over!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!75 years and over!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 6 years","Margin of Error!!Total!!Female!!Under 6 years","Estimate!!Total!!Female!!Under 6 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!Under 6 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!Under 6 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!Under 6 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!6 to 18 years","Margin of Error!!Total!!Female!!6 to 18 years","Estimate!!Total!!Female!!6 to 18 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!6 to 18 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!6 to 18 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!6 to 18 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!19 to 25 years","Margin of Error!!Total!!Female!!19 to 25 years","Estimate!!Total!!Female!!19 to 25 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!19 to 25 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!19 to 25 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!19 to 25 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!26 to 34 years","Margin of Error!!Total!!Female!!26 to 34 years","Estimate!!Total!!Female!!26 to 34 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!26 to 34 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!26 to 34 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!26 to 34 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!35 to 44 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!35 to 44 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!35 to 44 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!35 to 44 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!45 to 54 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!45 to 54 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!45 to 54 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!45 to 54 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!55 to 64 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!55 to 64 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!55 to 64 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!55 to 64 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!65 to 74 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!65 to 74 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!65 to 74 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!65 to 74 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!75 years and over","Margin of Error!!Total!!Female!!75 years and over","Estimate!!Total!!Female!!75 years and over!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!75 years and over!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!75 years and over!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!75 years and over!!No Medicaid/means-tested public coverage"
"0500000US34007","Camden County, New Jersey","501687","1116","239593","1488","16437","1226","6154","1370","10283","1321","43712","1269","16489","2062","27223","1942","20521","1413","4059","1287","16462","1518","31378","1098","4717","1235","26661","1572","30612","373","6485","1506","24127","1414","32190","242","3183","894","29007","931","32333","391","4977","1007","27356","1102","19819","762","3005","850","16814","962","12591","589","899","318","11692","612","262094","1365","19716","1528","8459","1868","11257","1897","40678","1115","15722","1875","24956","2125","21825","1472","6111","1337","15714","1701","31226","1304","7126","1495","24100","1982","33473","600","6537","1106","26936","1190","35091","288","5581","1073","29510","1048","35855","248","6181","1083","29674","1109","25294","338","4950","1033","20344","1073","18936","549","2686","665","16250","741"
"0500000US34005","Burlington County, New Jersey","429358","6478","205066","6275","14809","954","3101","711","11708","1107","33699","1242","7880","1383","25819","1558","17075","1428","2057","835","15018","1527","22078","2178","3027","921","19051","1918","25359","1815","1594","635","23765","1696","29028","1204","2764","927","26264","1348","30857","670","2456","789","28401","977","19583","356","720","332","18863","427","12578","491","863","364","11715","609","224292","791","14325","1011","3803","1252","10522","1015","34314","1304","7977","1272","26337","1531","17005","1008","3167","967","13838","1409","23785","878","3179","928","20606","1248","27529","241","3835","1168","23694","1156","32738","246","3414","941","29324","945","33649","155","3169","981","30480","995","23159","376","1479","558","21680","625","17788","585","1716","460","16072","687"
"0500000US34017","Hudson County, New Jersey","670851","1293","333126","1067","27536","944","10439","1974","17097","2079","45338","1334","24607","2520","20731","2335","31367","1874","6993","1959","24374","2273","66242","1556","4986","1499","61256","1976","55179","349","4018","1115","51161","1133","40681","167","6364","1341","34317","1390","34043","328","6815","1517","27228","1541","19976","204","4056","874","15920","907","12764","202","2708","745","10056","727","337725","716","26102","952","12430","1844","13672","1834","45305","1187","25602","2319","19703","2012","29761","1528","6542","1332","23219","2000","61928","1430","8449","1619","53479","1932","51002","290","10524","1676","40478","1651","41173","209","8952","1539","32221","1544","37144","193","8169","1726","28975","1733","24981","238","6434","1094","18547","1078","20329","437","7047","1117","13282","1221"
"0500000US34035","Somerset County, New Jersey","328347","861","160356","1276","9959","1217","2219","1220","7740","1012","29372","1143","4716","1352","24656","1481","13953","1192","1500","581","12453","1198","15702","1099","1051","734","14651","1322","21062","1148","584","350","20478","1239","24673","911","1521","741","23152","917","23954","236","973","562","22981","593","12932","499","302","269","12630","584","8749","601","650","288","8099","563","167991","1226","10087","1521","1902","978","8185","1280","27253","1341","3584","1408","23669","1634","11965","1262","1720","1175","10245","970","17268","1045","2248","989","15020","1209","23145","846","1490","864","21655","1141","25019","835","991","507","24028","928","24878","2","1710","757","23168","757","15349","521","1030","469","14319","617","13027","525","1744","622","11283","756"
"0500000US34025","Monmouth County, New Jersey","617530","1339","300697","1135","18951","919","5227","1222","13724","1418","52728","1264","9041","1596","43687","1781","26739","1608","3497","933","23242","1762","29237","1422","2355","852","26882","1686","34415","176","2490","990","31925","998","44522","19","3124","756","41398","755","47377","280","2977","793","44400","837","29374","96","1697","575","27677","585","17354","402","1316","440","16038","563","316833","822","17427","797","3113","985","14314","1237","50215","1009","9701","1978","40514","2099","25389","1172","2422","841","22967","1308","28725","1079","3971","883","24754","1418","37068","315","3258","992","33810","989","47755","4","3190","890","44565","891","49910","193","3984","890","45926","915","32931","237","3126","796","29805","810","27413","308","3378","825","24035","862"
"0500000US34013","Essex County, New Jersey","787989","2105","375842","1974","32776","1449","14037","2149","18739","2160","69510","1630","27470","2826","42040","2861","35342","1793","6331","1493","29011","1960","45527","1633","6840","1575","38687","2103","52513","541","7416","1474","45097","1610","53188","472","5681","1167","47507","1209","44251","694","8085","1487","36166","1716","26601","504","2398","696","24203","910","16134","482","3202","843","12932","870","412147","731","31993","1530","14990","1584","17003","1798","66178","1750","26767","2033","39411","2226","35125","1438","8917","1915","26208","2128","50033","1297","14075","1755","35958","2057","57996","18","12613","1637","45383","1638","57276","98","11159","1949","46117","1951","51720","62","10115","1555","41605","1553","34006","270","6367","1178","27639","1211","27820","667","6317","1363","21503","1492"
"0500000US34019","Hunterdon County, New Jersey","121060","629","59436","794","3108","555","833","560","2275","423","9838","969","2315","1398","7523","1660","4112","498","69","99","4043","497","4880","591","498","437","4382","676","6547","583","332","276","6215","605","9796","585","248","198","9548","613","10432","292","346","181","10086","352","6980","343","425","193","6555","390","3743","39","278","226","3465","230","61624","842","3541","673","201","164","3340","686","9110","744","1355","746","7755","875","3726","451","273","235","3453","538","4749","453","600","478","4149","542","7144","616","765","510","6379","655","10451","663","842","548","9609","644","10593","409","452","244","10141","452","7118","407","236","153","6882","430","5192","234","249","167","4943","276"
"0500000US34009","Cape May County, New Jersey","90196","808","44291","1258","2346","563","539","393","1807","613","5769","582","1694","611","4075","662","3561","962","764","619","2797","780","4548","850","560","346","3988","912","4195","671","1139","657","3056","872","5810","944","445","326","5365","1006","7365","329","476","290","6889","366","6354","98","578","381","5776","392","4343","382","299","208","4044","369","45905","1116","2353","479","66","84","2287","491","4880","617","1099","478","3781","732","3009","562","893","424","2116","585","4398","615","487","369","3911","771","4044","369","500","386","3544","418","6149","810","378","278","5771","847","8555","338","1289","507","7266","525","7140","174","428","223","6712","252","5377","296","395","197","4982","353"
"0500000US34001","Atlantic County, New Jersey","262891","1242","127947","1628","8302","544","3320","590","4982","791","22938","1385","9147","1782","13791","2029","13024","1310","1255","672","11769","1334","12481","1259","2113","808","10368","1125","14571","697","2219","856","12352","1113","17053","552","3863","1184","13190","1048","19080","202","3405","973","15675","996","12762","568","1606","513","11156","668","7736","614","829","473","6907","648","134944","1150","8010","619","4247","761","3763","648","20011","1494","6934","1612","13077","1501","13938","982","3671","903","10267","1217","12147","889","3054","851","9093","1125","15483","307","2932","778","12551","844","19079","59","3189","795","15890","784","20733","154","2913","928","17820","941","14430","488","2414","672","12016","777","11113","524","1979","655","9134","577"
