"GEO_ID","NAME","B27007_001E","B27007_001M","B27007_002E","B27007_002M","B27007_003E","B27007_003M","B27007_004E","B27007_004M","B27007_005E","B27007_005M","B27007_006E","B27007_006M","B27007_007E","B27007_007M","B27007_008E","B27007_008M","B27007_009E","B27007_009M","B27007_010E","B27007_010M","B27007_011E","B27007_011M","B27007_012E","B27007_012M","B27007_013E","B27007_013M","B27007_014E","B27007_014M","B27007_015E","B27007_015M","B27007_016E","B27007_016M","B27007_017E","B27007_017M","B27007_018E","B27007_018M","B27007_019E","B27007_019M","B27007_020E","B27007_020M","B27007_021E","B27007_021M","B27007_022E","B27007_022M","B27007_023E","B27007_023M","B27007_024E","B27007_024M","B27007_025E","B27007_025M","B27007_026E","B27007_026M","B27007_027E","B27007_027M","B27007_028E","B27007_028M","B27007_029E","B27007_029M","B27007_030E","B27007_030M","B27007_031E","B27007_031M","B27007_032E","B27007_032M","B27007_033E","B27007_033M","B27007_034E","B27007_034M","B27007_035E","B27007_035M","B27007_036E","B27007_036M","B27007_037E","B27007_037M","B27007_038E","B27007_038M","B27007_039E","B27007_039M","B27007_040E","B27007_040M","B27007_041E","B27007_041M","B27007_042E","B27007_042M","B27007_043E","B27007_043M","B27007_044E","B27007_044M","B27007_045E","B27007_045M","B27007_046E","B27007_046M","B27007_047E","B27007_047M","B27007_048E","B27007_048M","B27007_049E","B27007_049M","B27007_050E","B27007_050M","B27007_051E","B27007_051M","B27007_052E","B27007_052M","B27007_053E","B27007_053M","B27007_054E","B27007_054M","B27007_055E","B27007_055M","B27007_056E","B27007_056M","B27007_057E","B27007_057M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 6 years","Margin of Error!!Total!!Male!!Under 6 years","Estimate!!Total!!Male!!Under 6 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!Under 6 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!Under 6 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!Under 6 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!6 to 17 years","Margin of Error!!Total!!Male!!6 to 17 years","Estimate!!Total!!Male!!6 to 17 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!6 to 17 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!6 to 17 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!6 to 17 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!18 to 24 years","Margin of Error!!Total!!Male!!18 to 24 years","Estimate!!Total!!Male!!18 to 24 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!18 to 24 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!18 to 24 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!18 to 24 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!25 to 34 years","Margin of Error!!Total!!Male!!25 to 34 years","Estimate!!Total!!Male!!25 to 34 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!25 to 34 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!25 to 34 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!25 to 34 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!35 to 44 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!35 to 44 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!35 to 44 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!35 to 44 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!45 to 54 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!45 to 54 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!45 to 54 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!45 to 54 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!55 to 64 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!55 to 64 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!55 to 64 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!55 to 64 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!65 to 74 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!65 to 74 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!65 to 74 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!65 to 74 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Male!!75 years and over","Margin of Error!!Total!!Male!!75 years and over","Estimate!!Total!!Male!!75 years and over!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!75 years and over!!With Medicaid/means-tested public coverage","Estimate!!Total!!Male!!75 years and over!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Male!!75 years and over!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 6 years","Margin of Error!!Total!!Female!!Under 6 years","Estimate!!Total!!Female!!Under 6 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!Under 6 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!Under 6 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!Under 6 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!6 to 17 years","Margin of Error!!Total!!Female!!6 to 17 years","Estimate!!Total!!Female!!6 to 17 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!6 to 17 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!6 to 17 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!6 to 17 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!18 to 24 years","Margin of Error!!Total!!Female!!18 to 24 years","Estimate!!Total!!Female!!18 to 24 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!18 to 24 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!18 to 24 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!18 to 24 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!25 to 34 years","Margin of Error!!Total!!Female!!25 to 34 years","Estimate!!Total!!Female!!25 to 34 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!25 to 34 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!25 to 34 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!25 to 34 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!35 to 44 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!35 to 44 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!35 to 44 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!35 to 44 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!45 to 54 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!45 to 54 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!45 to 54 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!45 to 54 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!55 to 64 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!55 to 64 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!55 to 64 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!55 to 64 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!65 to 74 years!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!65 to 74 years!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!65 to 74 years!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!65 to 74 years!!No Medicaid/means-tested public coverage","Estimate!!Total!!Female!!75 years and over","Margin of Error!!Total!!Female!!75 years and over","Estimate!!Total!!Female!!75 years and over!!With Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!75 years and over!!With Medicaid/means-tested public coverage","Estimate!!Total!!Female!!75 years and over!!No Medicaid/means-tested public coverage","Margin of Error!!Total!!Female!!75 years and over!!No Medicaid/means-tested public coverage"
"0500000US34001","Atlantic County, New Jersey","272979","601","132118","705","9538","733","4533","906","5005","878","21347","812","6612","1202","14735","1262","13230","88","1883","688","11347","700","16182","745","2070","768","14112","936","15733","836","1347","557","14386","938","19135","536","1603","604","17532","700","18380","264","1857","634","16523","602","11804","330","2003","516","9801","586","6769","231","1198","428","5571","423","140861","675","10480","706","4778","903","5702","1001","19337","762","6304","1033","13033","1169","13137","62","3005","922","10132","904","16528","83","3880","980","12648","972","17125","4","2480","604","14645","604","21167","112","3237","912","17930","918","19695","108","2021","570","17674","577","13422","393","1761","581","11661","632","9970","557","1941","515","8029","630"
"0500000US34003","Bergen County, New Jersey","927350","1646","449168","1084","29446","1084","4475","1080","24971","1251","73667","1064","11609","2302","62058","2559","38545","771","3010","786","35535","982","53696","778","2085","663","51611","1088","61583","518","2432","816","59151","1000","70010","148","5270","1184","64740","1176","59686","138","4053","944","55633","950","36608","411","2284","691","34324","758","25927","673","2983","753","22944","1042","478182","1216","30176","1103","6138","1215","24038","1570","68664","1096","13073","2239","55591","2357","36782","30","4690","1254","32092","1256","54962","278","3698","1023","51264","1059","64563","3","5467","1216","59096","1216","74603","250","4842","921","69761","909","65514","191","4682","1060","60832","1085","42786","217","3756","911","39030","935","40132","988","5403","1093","34729","1243"
"0500000US34005","Burlington County, New Jersey","434934","1745","208490","1505","14263","726","3732","865","10531","1045","34774","850","7249","1473","27525","1643","19980","680","1723","639","18257","937","24122","885","1521","554","22601","984","24101","740","1991","796","22110","997","33757","380","2570","674","31187","775","28550","325","1640","518","26910","589","16970","360","1186","502","15784","645","11973","374","624","252","11349","484","226444","734","14898","707","3901","792","10997","922","32754","763","5659","1195","27095","1393","17825","336","2007","782","15818","929","26138","355","3662","965","22476","1152","28390","210","2755","794","25635","809","36365","141","2315","825","34050","873","31131","170","2373","655","28758","670","20948","480","1436","478","19512","657","17995","622","2390","738","15605","722"
"0500000US34007","Camden County, New Jersey","505201","1279","243232","1136","20370","994","8531","1631","11839","1452","40528","1136","14421","1932","26107","2093","22144","394","2562","835","19582","827","33644","387","4367","1628","29277","1693","31684","410","2975","802","28709","897","34037","444","3031","847","31006","945","31072","264","2902","652","28170","685","18039","391","1975","573","16064","679","11714","376","1623","416","10091","516","261969","789","19083","936","7666","1323","11417","1453","39026","1005","14089","1913","24937","1857","22001","184","4071","1006","17930","1008","34665","214","6900","1584","27765","1567","33417","33","5832","1307","27585","1306","38681","238","4011","850","34670","902","34426","192","4286","966","30140","1006","22266","436","2695","687","19571","772","18404","610","3213","750","15191","771"
"0500000US34009","Cape May County, New Jersey","93363","719","45890","827","3210","782","1176","708","2034","879","5935","562","2749","672","3186","634","3715","678","594","403","3121","745","4738","433","620","494","4118","542","4145","533","907","431","3238","711","6713","624","1262","574","5451","608","7145","222","446","261","6699","279","6022","168","556","474","5466","500","4267","203","363","224","3904","282","47473","607","2274","523","1381","573","893","350","5558","361","1942","692","3616","626","3310","359","669","427","2641","253","4265","318","684","499","3581","527","4911","691","1347","593","3564","854","7105","486","1032","481","6073","661","8126","218","539","249","7587","319","6837","228","306","165","6531","269","5087","235","339","172","4748","277"
"0500000US34011","Cumberland County, New Jersey","146304","1565","71225","1604","7030","646","4096","980","2934","840","12156","690","6714","1116","5442","1073","7448","527","2146","800","5302","788","9240","756","1227","578","8013","903","9475","1125","1403","708","8072","1046","8496","985","1123","465","7373","1035","8492","390","1240","441","7252","571","5472","374","717","357","4755","331","3416","307","390","242","3026","407","75079","819","5980","550","3640","762","2340","882","12146","703","6675","1064","5471","949","6570","160","1739","685","4831","681","9986","195","3250","847","6736","866","9089","253","2145","652","6944","711","10256","195","2699","769","7557","772","9630","201","3287","738","6343","776","6367","343","974","369","5393","417","5055","409","966","454","4089","550"
"0500000US34013","Essex County, New Jersey","784635","1536","374397","1550","34225","1149","17831","1521","16394","1482","63077","1136","24826","2322","38251","1953","37815","418","5330","1167","32485","1262","49522","613","5702","1322","43820","1385","53196","485","5167","1196","48029","1227","55140","534","5000","1109","50140","1211","42867","354","5609","996","37258","1018","23780","227","2793","716","20987","763","14775","329","3510","654","11265","676","410238","719","31407","1052","16124","1556","15283","1619","63099","1080","23878","2081","39221","2202","37079","243","8060","1091","29019","1072","55268","360","14472","1787","40796","1783","57905","53","9995","1384","47910","1383","59058","241","9263","1264","49795","1241","49989","276","7364","1159","42625","1089","30455","234","5627","983","24828","974","25978","470","6171","993","19807","1043"
"0500000US34015","Gloucester County, New Jersey","289654","579","140408","662","9626","498","2154","651","7472","822","24092","619","5212","1455","18880","1420","13442","398","1240","459","12202","662","17362","758","1903","747","15459","926","18148","589","1896","711","16252","816","21614","470","2229","768","19385","866","18636","389","1534","587","17102","682","11398","323","383","237","11015","328","6090","351","149","139","5941","362","149246","763","9245","615","2974","692","6271","780","23789","770","5512","1327","18277","1396","13350","575","2374","950","10976","1013","17625","907","3596","932","14029","1118","19484","694","2783","763","16701","1038","22843","539","2612","770","20231","1042","20169","338","1434","495","18735","539","12701","190","809","332","11892","375","10040","491","1231","440","8809","558"
"0500000US34017","Hudson County, New Jersey","665483","1274","331017","1118","27424","914","13384","1269","14040","1234","42135","997","22270","2006","19865","1906","31518","270","3596","976","27922","971","71642","523","3815","1107","67827","1146","53595","322","5958","1316","47637","1214","42847","268","5500","1380","37347","1361","32583","89","4340","1007","28243","1000","17861","144","3195","771","14666","776","11412","244","3231","701","8181","723","334466","711","25560","770","11952","1378","13608","1420","40861","803","22486","1648","18375","1736","28970","5","5548","998","23422","998","68129","181","9799","1435","58330","1483","50534","252","9732","1594","40802","1556","43235","170","7300","1317","35935","1302","36603","165","6697","1178","29906","1220","22553","339","4298","892","18255","905","18021","418","5121","991","12900","1039"
